date,cleanText
2024-12-10,"If Tesla does become the world’s most valuable company by far, that short position will bankrupt even Bill Gates Great work by Tesla China"
2024-12-11,"Not Teslas, once unsupervised FSD starts to happen next year 99% of cars will be electric and autonomous in the future. Manually-driven gasoline cars will be like riding a horse while using a flip phone. Still happens, but it’s rare. Teslas have the highest amount of American content Only companies who make autonomous cars will survive Tesla is absurdly efficient at inference, because we’re limited by a ~200W in-car computer and actually can’t brute force a solution with several kW of Nvidia GPUs"
2024-12-12,There were so articles about how Tesla was definitely going bankrupt!
2024-12-13,"99% of Earth has no idea. It’s like having a cat that looks semi-normal, but can actually sing and dance like Puss in Boots. Until you actually see it sing and dance, you won’t believe it. Your Tesla can now drive you from your house in one complex city to another house in a different complex city"
2024-12-14,Tesla self-driving is getting extremely good
2024-12-15,Starship is gigantic
2024-12-16,"Tesla has the best real-world AI by far Strange, as Google was in the best position to solve for an AI self-driving solution"
2024-12-17,Try the latest Tesla self-driving software. It will blow your mind.
2024-12-18,"There will be some buying of cars for individual ownership, but self-driving cars will be &gt;90% of miles driven"
2024-12-21,"Elon Musk is a If you haven’t tried the latest self-driving, you are missing out. It will blow your mind how good it is! Pure magic. That would be industrial production proportionate to population"
2024-12-22,"Anyone who vandalizes a Tesla will have a criminal record. Go ahead, make my day …"
2024-12-23,Insane. She should be recalled.
2024-12-27,"We named after Nikola Tesla, one of the greatest engineers ever. He was a penniless immigrant whose inventions led to American dominance in electricity generation and usage. I am Elon Musk"
2024-12-28,"The reason I’m in America along with so many critical people who built SpaceX, Tesla and hundreds of other companies that made America strong is because of H1B. Take a big step back and FUCK YOURSELF in the face. I will go to war on this issue the likes of which you cannot"
2024-12-30,"Compared to making cars fully autonomous, making planes fully autonomous is trivial There will be so many humanoid robots Cybertruck"
2024-12-31,Cybertruck looks like the future
2025-01-01,"Appears likely to be an act of terrorism. Both this Cybertruck and the F-150 suicide bomb in New Orleans were rented from Turo. Perhaps they are linked in some way. Tesla vehicles transmit their state of health continuously We have now confirmed that the explosion was caused by very large fireworks and/or a bomb carried in the bed of the rented Cybertruck and is unrelated to the vehicle itself. All vehicle telemetry was positive at the time of the explosion. Cybertruck is the worst possible choice for a car bomb, as its stainless steel armor will contain the blast better than any other commercial vehicle The whole Tesla senior team is investigating this matter right now. Will post more information as soon as we learn anything. We’ve never seen anything like this. SpaceX and Tesla are winning by a large margin"
2025-01-02,"The battery pack never even caught fire and the tires are still inflated! Once we get this Cybertruck back to Tesla, we’ll buff out the scratches and get it back on the road. The evil knuckleheads picked the wrong vehicle for a terrorist attack. Cybertruck actually contained the explosion and directed the blast upwards. Not even the glass doors of the lobby were broken."
2025-01-03,The original lawsuit was brought by a law firm using a puppet shareholder. The appeal is by real Tesla shareholders. Autopilot will not function unless it detects an attentive person in the driver’s seat
2025-01-07,Lithium is very common throughout Earth. Refining capacity is what matters. That’s why Tesla is building a lithium refinery in Corpus Christi.
2025-01-09,"We even made the Tesla patents open source, so anyone can use them"
2025-01-11,“Committee for Public Safety”
2025-01-12,"Yes. Please be careful in some areas, as there is non-zero risk of armed looters. Cybertruck side panels are bulletproof to subsonic projectiles (handguns, shotgun &amp; Tommy gun), but the glass is not, so make sure to duck if you see anyone wielding a gun. This is not fiction. We are going to position Cybertrucks with Starlinks and free WiFi in a grid pattern in the areas that most need it in the greater LA/Malibu area Apologies to those expecting Cybertruck deliveries in California over the next few days. We need to use those trucks as mobile base stations to provide power to Starlink Internet terminals in areas of LA without connectivity. A new truck will be delivered end of week."
2025-01-13,"Tesla &amp; SpaceX personnel are driving around areas in greater LA/Malibu that are in tough shape with free WiFi, drinks &amp; snacks"
2025-01-17,"To reiterate, the legacy news headlines are false. This fire has nothing to do with Tesla and our Megapacks are operating well."
2025-01-23,Tesla has the potential to be by a large margin
2025-01-29,The mayor of LA is going full communist. Recall her before it is too late. Unsupervised full self-driving begins
2025-01-30,"Under the Biden administration, the FAA and other government agencies had absolutely insane hiring practices that endangered the public. President and his team are working rapidly to restore competent personnel to all positions involving your safety."
